0.0043,0.0036,0.0042,0.0033,0.0029
0.0056,0.1871,0.1872,0.1909,0.1907
0.0062,0.1932,0.2468,0.2491,0.2498
0.006,0.1892,0.2491,0.2488,0.249
0.0062,0.1943,0.251,0.2498,0.2503
