0.0131,0.012199999999999999,0.012999999999999998,0.0126,0.0128,0.011899999999999999,0.011899999999999999,0.0125,0.013000000000000001,0.0128
0.011699999999999999,0.12490000000000002,0.11640000000000002,0.11760000000000001,0.11920000000000001,0.12860000000000002,0.12230000000000002,0.12220000000000003,0.12150000000000002,0.12550000000000003
0.0115,0.12330000000000002,0.22410000000000005,0.2328,0.22810000000000002,0.23540000000000005,0.23190000000000005,0.2315,0.2267,0.2268
0.0125,0.12050000000000001,0.2328,0.3429,0.3428,0.33929999999999993,0.3398,0.32980000000000004,0.3433,0.3475
0.0124,0.12460000000000003,0.23510000000000006,0.33909999999999996,0.44900000000000007,0.4412,0.4464,0.4472,0.45399999999999996,0.4565000000000001
0.0138,0.12180000000000002,0.23220000000000002,0.34,0.4507000000000001,0.5593,0.5521,0.5579000000000001,0.5654,0.5583
0.0123,0.12260000000000001,0.2325,0.3423999999999999,0.45299999999999996,0.5645,0.6731,0.6741999999999999,0.6778,0.6698999999999999
0.0121,0.11790000000000003,0.22990000000000005,0.3403,0.4534,0.5603,0.6668999999999999,0.7781999999999999,0.7773,0.7800999999999999
0.0124,0.1246,0.2343,0.34879999999999994,0.44530000000000003,0.5612,0.6695,0.7784,0.8894,0.8902000000000001
0.012999999999999998,0.12290000000000001,0.2296,0.3484999999999999,0.4569,0.5569,0.6613,0.7763,0.8887,0.9992
