0.2112,0.2072,0.2083,0.2033,0.2086
0.2095,0.2097,0.2091,0.2138,0.2084
0.2108,0.211,0.2095,0.2126,0.2067
0.2086,0.2109,0.2111,0.2137,0.2097
0.21,0.212,0.212,0.2062,0.2047
